Ticker,close,date,high,low,month,open,volume,prev_close,daily_return,cumulative_return
BAJAJ-AUTO,7053.75,2024-01-10 05:30:00,7139.95,7020.0,2024-01,7125.0,721432,7093.9,-0.0056597922158473,0.40612385252519045
BAJAJ-AUTO,7298.85,2024-01-11 05:30:00,7324.9,7075.0,2024-01,7090.0,1031594,7053.75,0.0347474747474748,0.45498310558263144
BAJAJ-AUTO,7301.95,2024-01-12 05:30:00,7360.95,7252.0,2024-01,7360.0,434753,7298.85,0.0004247244428916,0.4556010724715669
BAJAJ-AUTO,7332.1,2024-01-15 05:30:00,7419.0,7304.05,2024-01,7364.0,440410,7301.95,0.0041290340251577,0.4616112988268579
BAJAJ-AUTO,7293.95,2024-01-16 05:30:00,7356.15,7244.0,2024-01,7339.0,272181,7332.1,-0.0052031478021304,0.45400631920979806
BAJAJ-AUTO,7165.95,2024-01-17 05:30:00,7210.0,7081.0,2024-01,7112.0,619338,7293.95,-0.0175487904359092,0.4284902670214976
BAJAJ-AUTO,7083.6,2024-01-18 05:30:00,7189.25,7071.15,2024-01,7148.0,557084,7165.95,-0.0114918468591044,0.41207427563316545
BAJAJ-AUTO,7136.55,2024-01-19 05:30:00,7180.0,7105.0,2024-01,7138.8,327976,7083.6,0.007475012705404,0.42262954878449754
BAJAJ-AUTO,7095.15,2024-01-20 05:30:00,7189.0,7050.0,2024-01,7170.0,91479,7136.55,-0.0058011223910713,0.414376700654844
BAJAJ-AUTO,7095.9,2024-01-23 05:30:00,7210.0,6936.55,2024-01,7075.0,953921,7095.15,0.0001057060104437,0.41452620877313473
BAJAJ-AUTO,7212.85,2024-01-24 05:30:00,7237.0,7028.2,2024-01,7075.1,467134,7095.9,0.0164813483842783,0.43783950801861704
BAJAJ-AUTO,7597.5,2024-01-25 05:30:00,7625.15,7210.0,2024-01,7360.0,2065788,7212.85,0.0533284346686815,0.514517238286037
BAJAJ-AUTO,7548.8,2024-01-29 05:30:00,7640.0,7480.0,2024-01,7594.0,457853,7597.5,-0.006410003290556,0.5048091778050199
BAJAJ-AUTO,7566.4,2024-01-30 05:30:00,7660.0,7543.65,2024-01,7574.9,266287,7548.8,0.0023314963967782,0.5083176349809111
BAJAJ-AUTO,7667.55,2024-01-31 05:30:00,7686.0,7515.1,2024-01,7566.4,336874,7566.4,0.013368312539649,0.5284812965344003
BAJAJ-AUTO,7655.75,2024-02-01 05:30:00,7765.0,7636.35,2024-02,7680.0,394564,7667.55,-0.0015389531206187,0.5261290354732915
BAJAJ-AUTO,7738.2,2024-02-02 05:30:00,7797.5,7665.6,2024-02,7675.0,197720,7655.75,0.010769682918068,0.5425649612773957
BAJAJ-AUTO,7658.25,2024-02-05 05:30:00,7838.0,7633.5,2024-02,7800.0,252401,7738.2,-0.010331860122509,0.5266273958675942
BAJAJ-AUTO,7720.4,2024-02-06 05:30:00,7747.7,7670.6,2024-02,7675.0,131992,7658.25,0.0081154310710671,0.5390166352699604
BAJAJ-AUTO,7701.9,2024-02-07 05:30:00,7777.8,7665.6,2024-02,7745.0,159783,7720.4,-0.0023962488990207,0.5353287683521202
BAJAJ-AUTO,7757.25,2024-02-08 05:30:00,7783.45,7668.15,2024-02,7729.0,282537,7701.9,0.0071865383866319,0.5463624674819829
BAJAJ-AUTO,7784.85,2024-02-09 05:30:00,7790.5,7669.0,2024-02,7778.8,173555,7757.25,0.0035579619066035,0.5518643662350853
BAJAJ-AUTO,7829.95,2024-02-12 05:30:00,7874.2,7766.05,2024-02,7775.0,219911,7784.85,0.0057933036603145,0.5608547877483068
BAJAJ-AUTO,7917.4,2024-02-13 05:30:00,7935.15,7811.95,2024-02,7830.0,258767,7829.95,0.0111686536951065,0.5782874343410167
BAJAJ-AUTO,8083.3,2024-02-14 05:30:00,8136.85,7880.0,2024-02,7899.0,513900,7917.4,0.020953848485614,0.6113586301069469
BAJAJ-AUTO,8123.05,2024-02-15 05:30:00,8156.85,8045.3,2024-02,8120.6,394525,8083.3,0.0049175460517362,0.6192825603763603
BAJAJ-AUTO,8325.05,2024-02-16 05:30:00,8455.45,8137.1,2024-02,8185.85,938756,8123.05,0.0248675066631375,0.6595500802360217
BAJAJ-AUTO,8509.7,2024-02-19 05:30:00,8650.0,8361.1,2024-02,8400.0,1044959,8325.05,0.022180046966685,0.6963589789592226
BAJAJ-AUTO,8295.2,2024-02-20 05:30:00,8505.0,8238.7,2024-02,8505.0,547082,8509.7,-0.0252065290198244,0.6535996571280471
BAJAJ-AUTO,8232.25,2024-02-21 05:30:00,8376.85,8205.0,2024-02,8300.0,439817,8295.2,-0.0075887260102228,0.6410509423995041
BAJAJ-AUTO,8498.45,2024-02-22 05:30:00,8550.0,8220.0,2024-02,8260.0,548486,8232.25,0.0323362385739015,0.6941163571848603
BAJAJ-AUTO,8436.95,2024-02-23 05:30:00,8531.0,8401.05,2024-02,8497.5,340749,8498.45,-0.0072366137354458,0.6818566914850128
BAJAJ-AUTO,8448.0,2024-02-26 05:30:00,8547.95,8375.0,2024-02,8458.8,345968,8436.95,0.0013097150036445,0.6840594444278307
BAJAJ-AUTO,8463.5,2024-02-27 05:30:00,8490.0,8383.5,2024-02,8460.0,392445,8448.0,0.0018347537878787,0.6871492788725075
BAJAJ-AUTO,8188.65,2024-02-28 05:30:00,8486.65,8071.85,2024-02,8470.0,537728,8463.5,-0.0324747444910498,0.6323595371228639
BAJAJ-AUTO,7909.35,2024-02-29 05:30:00,8143.5,7890.0,2024-02,7997.4,1042536,8188.65,-0.0341081863310801,0.5766827138713615
BAJAJ-AUTO,8040.05,2024-03-01 05:30:00,8094.0,7945.3,2024-03,7955.0,399007,7909.35,0.0165247460284346,0.6027369952855086
BAJAJ-AUTO,8041.3,2024-03-02 05:30:00,8150.1,7989.15,2024-03,8079.9,14968,8040.05,0.0001554716699523,0.60298617548266
BAJAJ-AUTO,8207.3,2024-03-04 05:30:00,8225.0,8046.65,2024-03,8068.75,410053,8041.3,0.0206434283013939,0.6360773056643618
BAJAJ-AUTO,8351.75,2024-03-05 05:30:00,8388.0,8160.05,2024-03,8160.05,615117,8207.3,0.0176001852009797,0.6648725692471744
BAJAJ-AUTO,8605.8,2024-03-06 05:30:00,8681.15,8364.0,2024-03,8369.7,959543,8351.75,0.0304187745083364,0.7155159525162189
BAJAJ-AUTO,8879.05,2024-03-07 05:30:00,8972.85,8500.05,2024-03,8638.0,1243547,8605.8,0.0317518417811243,0.7699867436135086
BAJAJ-AUTO,8659.4,2024-03-11 05:30:00,9025.0,8630.0,2024-03,9023.45,631957,8879.05,-0.0247380068813667,0.7262007993700696
BAJAJ-AUTO,8527.7,2024-03-12 05:30:00,8699.95,8475.25,2024-03,8636.95,324864,8659.4,-0.0152089059288171,0.6999471737982015
BAJAJ-AUTO,8384.9,2024-03-13 05:30:00,8617.2,8296.95,2024-03,8527.7,430048,8527.7,-0.0167454296000095,0.6714808280756286
BAJAJ-AUTO,8383.55,2024-03-14 05:30:00,8400.0,8202.05,2024-03,8330.5,392634,8384.9,-0.0001610037090484,0.6712117134627051
BAJAJ-AUTO,8350.7,2024-03-15 05:30:00,8432.1,8110.0,2024-03,8384.8,676870,8383.55,-0.0039183877951462,0.6646632578815674
BAJAJ-AUTO,8521.8,2024-03-18 05:30:00,8547.15,8294.2,2024-03,8343.0,367524,8350.7,0.0204893002981784,0.6987710432676466
BAJAJ-AUTO,8640.2,2024-03-19 05:30:00,8687.9,8442.55,2024-03,8500.0,673456,8521.8,0.0138937783097469,0.7223733915418247
BAJAJ-AUTO,8635.6,2024-03-20 05:30:00,8784.0,8562.0,2024-03,8640.0,790885,8640.2,-0.0005323950834471,0.7214564084163078
BAJAJ-AUTO,8750.6,2024-03-21 05:30:00,8770.0,8585.0,2024-03,8608.2,720691,8635.6,0.0133169669739219,0.7443809865542339
BAJAJ-AUTO,8945.25,2024-03-22 05:30:00,9050.0,8682.0,2024-03,8700.05,851210,8750.6,0.0222441889698991,0.7831833268546451
BAJAJ-AUTO,8960.55,2024-03-26 05:30:00,9020.0,8851.05,2024-03,8945.25,534067,8945.25,0.001710404963528,0.7862332924677775
BAJAJ-AUTO,9162.5,2024-03-27 05:30:00,9287.8,8926.7,2024-03,8959.0,1034030,8960.55,0.0225376790487191,0.826490845119553
BAJAJ-AUTO,9148.15,2024-03-28 05:30:00,9243.6,8980.05,2024-03,9162.5,847202,9162.5,-0.0015661664392906,0.8236302564562552
BAJAJ-AUTO,9042.15,2024-04-01 05:30:00,9211.6,9013.1,2024-04,9194.8,419820,9148.15,-0.0115870421888578,0.8024997757378192
BAJAJ-AUTO,9276.1,2024-04-02 05:30:00,9357.95,9139.5,2024-04,9150.0,803845,9042.15,0.025873271290567,0.8491363414366697
BAJAJ-AUTO,9080.45,2024-04-03 05:30:00,9248.95,9065.2,2024-04,9248.95,453210,9276.1,-0.0210918381647459,0.810134656978537
BAJAJ-AUTO,9146.15,2024-04-04 05:30:00,9181.75,8988.05,2024-04,9139.0,617929,9080.45,0.0072353242405386,0.8232315681408127
BAJAJ-AUTO,9009.5,2024-04-05 05:30:00,9130.0,9000.5,2024-04,9130.0,356305,9146.15,-0.0149407127589203,0.795991188988225
BAJAJ-AUTO,9030.5,2024-04-08 05:30:00,9090.0,8951.3,2024-04,9049.0,376197,9009.5,0.0023308729674232,0.8001774163003679
BAJAJ-AUTO,8978.9,2024-04-09 05:30:00,9132.7,8936.4,2024-04,9090.0,237944,9030.5,-0.0057139693261724,0.7898912577619592
BAJAJ-AUTO,9005.55,2024-04-10 05:30:00,9049.8,8901.35,2024-04,9034.8,319824,8978.9,0.0029680695853611,0.7952037795652263
BAJAJ-AUTO,9064.85,2024-04-12 05:30:00,9119.0,8930.0,2024-04,8949.05,480474,9005.55,0.0065848282448047,0.8070248881180875
BAJAJ-AUTO,8997.05,2024-04-15 05:30:00,9177.7,8945.0,2024-04,9059.1,386707,9064.85,-0.0074794398142276,0.7935093542245968
BAJAJ-AUTO,8919.15,2024-04-16 05:30:00,9029.45,8784.1,2024-04,8948.0,487529,8997.05,-0.0086583935845637,0.7779804443381235
BAJAJ-AUTO,9021.3,2024-04-18 05:30:00,9129.0,8950.0,2024-04,8967.9,819240,8919.15,0.0114528850843409,0.7983434500493336
BAJAJ-AUTO,8804.5,2024-04-19 05:30:00,9090.0,8700.05,2024-04,9075.05,1385007,9021.3,-0.0240320131244941,0.7551256366554
BAJAJ-AUTO,8795.75,2024-04-22 05:30:00,8884.0,8745.0,2024-04,8884.0,323734,8804.5,-0.0009938099835311,0.7533813752753407
BAJAJ-AUTO,8795.8,2024-04-23 05:30:00,8861.5,8761.0,2024-04,8845.0,295346,8795.75,5.684563567549374e-06,0.7533913424832268
BAJAJ-AUTO,8697.1,2024-04-24 05:30:00,8869.0,8680.0,2024-04,8819.9,319824,8795.8,-0.0112212646945131,0.7337160741161548
BAJAJ-AUTO,8734.9,2024-04-25 05:30:00,8770.0,8641.4,2024-04,8697.0,524667,8697.1,0.0043462763449884,0.741251283278012
BAJAJ-AUTO,8974.3,2024-04-26 05:30:00,8994.95,8734.55,2024-04,8747.3,521344,8734.9,0.0274072971642491,0.7889742746364428
BAJAJ-AUTO,8760.1,2024-04-29 05:30:00,8989.8,8729.0,2024-04,8974.3,299443,8974.3,-0.0238681568478877,0.746274756052584
BAJAJ-AUTO,8903.65,2024-04-30 05:30:00,8966.0,8795.0,2024-04,8799.4,360403,8760.1,0.0163867992374515,0.7748906098934474
BAJAJ-AUTO,9110.65,2024-05-02 05:30:00,9146.45,8826.1,2024-05,8944.0,638239,8903.65,0.0232488923082106,0.8161548505417144
BAJAJ-AUTO,9105.6,2024-05-03 05:30:00,9258.6,9064.35,2024-05,9170.0,396042,9110.65,-0.0005542963454856,0.815148162545223
BAJAJ-AUTO,9052.55,2024-05-06 05:30:00,9185.75,8810.55,2024-05,9120.0,458431,9105.6,-0.0058260850465648,0.8045729549781189
BAJAJ-AUTO,8677.9,2024-05-07 05:30:00,9074.95,8642.55,2024-05,9055.15,588285,9052.55,-0.0413861287703464,0.7298886662879098
BAJAJ-AUTO,8749.4,2024-05-08 05:30:00,8785.35,8592.8,2024-05,8651.0,451581,8677.9,0.0082393205729496,0.7441417735649682
BAJAJ-AUTO,8846.85,2024-05-09 05:30:00,9007.45,8786.35,2024-05,8800.0,645689,8749.4,0.0111379065993097,0.7635678617348893
BAJAJ-AUTO,8981.8,2024-05-10 05:30:00,9047.95,8906.5,2024-05,8950.0,482797,8846.85,0.0152540169664907,0.7904693558193512
BAJAJ-AUTO,8992.3,2024-05-13 05:30:00,9025.0,8870.5,2024-05,9022.9,435605,8981.8,0.0011690307065398,0.7925624694754225
BAJAJ-AUTO,9065.25,2024-05-14 05:30:00,9089.0,8882.75,2024-05,8952.25,408162,8992.3,0.008112496246789,0.8071046257811765
BAJAJ-AUTO,8903.15,2024-05-15 05:30:00,9125.0,8877.35,2024-05,9069.0,274392,9065.25,-0.0178814704503461,0.7747909378145867
BAJAJ-AUTO,8871.85,2024-05-16 05:30:00,8955.55,8710.0,2024-05,8950.0,680474,8903.15,-0.0035156096437776,0.7685514656779167
BAJAJ-AUTO,8780.7,2024-05-17 05:30:00,8958.35,8765.5,2024-05,8891.0,323961,8871.85,-0.0102740691062179,0.7503812457016388
BAJAJ-AUTO,8813.85,2024-05-18 05:30:00,8841.5,8780.0,2024-05,8815.0,20151,8780.7,0.0037753254296354,0.756989504530093
BAJAJ-AUTO,8820.7,2024-05-21 05:30:00,8860.0,8775.0,2024-05,8775.0,417798,8813.85,0.0007771859062725,0.7583550120104823
BAJAJ-AUTO,8805.55,2024-05-22 05:30:00,8850.0,8736.0,2024-05,8850.0,302838,8820.7,-0.0017175507612776,0.7553349480210074
BAJAJ-AUTO,8963.45,2024-05-23 05:30:00,8985.0,8751.2,2024-05,8850.0,731514,8805.55,0.0179318725122225,0.7868113905251686
BAJAJ-AUTO,8948.2,2024-05-24 05:30:00,9024.0,8870.1,2024-05,8980.0,455920,8963.45,-0.001701353831393,0.7837713921199219
BAJAJ-AUTO,8998.7,2024-05-27 05:30:00,9069.45,8881.7,2024-05,9002.0,301747,8948.2,0.0056435931248742,0.7938382720848371
BAJAJ-AUTO,8989.75,2024-05-28 05:30:00,9022.25,8916.2,2024-05,8998.7,259094,8998.7,-0.0009945881071711,0.7920541418732332
BAJAJ-AUTO,9070.2,2024-05-29 05:30:00,9139.45,8902.75,2024-05,8950.0,339934,8989.75,0.0089490808976891,0.8080913793618956
BAJAJ-AUTO,8968.5,2024-05-30 05:30:00,9128.9,8927.6,2024-05,9068.0,305109,9070.2,-0.0112125421710657,0.78781807852166
BAJAJ-AUTO,9084.75,2024-05-31 05:30:00,9125.5,8923.0,2024-05,8990.0,560005,8968.5,0.0129620337849138,0.8109918368567375
BAJAJ-AUTO,9335.45,2024-06-03 05:30:00,9444.0,9122.55,2024-06,9180.0,438422,9084.75,0.027595696084097,0.8609674171974167
BAJAJ-AUTO,9246.75,2024-06-04 05:30:00,9372.85,8808.0,2024-06,9227.0,738601,9335.45,-0.0095014166430113,0.8432855904075554
BAJAJ-AUTO,9602.25,2024-06-05 05:30:00,9679.0,9176.0,2024-06,9241.0,489543,9246.75,0.0384459404655689,0.9141524384774051
BAJAJ-AUTO,9701.45,2024-06-06 05:30:00,9740.0,9454.0,2024-06,9595.3,570095,9602.25,0.0103309120258273,0.933927378923338
BAJAJ-AUTO,9725.55,2024-06-07 05:30:00,9740.1,9615.0,2024-06,9643.6,246783,9701.45,0.0024841647382606,0.9387315731244159
BAJAJ-AUTO,9733.05,2024-06-10 05:30:00,9924.0,9681.5,2024-06,9779.0,201452,9725.55,0.0007711646127982,0.9402266543073239
BAJAJ-AUTO,9812.7,2024-06-11 05:30:00,9900.0,9700.1,2024-06,9740.0,457442,9733.05,0.008183457395164,0.9561044164698096
BAJAJ-AUTO,9904.25,2024-06-12 05:30:00,9944.0,9795.7,2024-06,9854.0,277175,9812.7,0.0093297461453014,0.974354374109176
BAJAJ-AUTO,9923.4,2024-06-13 05:30:00,9940.0,9825.25,2024-06,9904.0,277783,9904.25,0.001933513390716,0.9781718147295346
BAJAJ-AUTO,9961.75,2024-06-14 05:30:00,9995.0,9813.05,2024-06,9826.0,320933,9923.4,0.0038646028578914,0.9858166631781387
BAJAJ-AUTO,9918.2,2024-06-18 05:30:00,10038.8,9908.0,2024-06,9922.0,206100,9961.75,-0.0043717218360227,0.977135225109385
BAJAJ-AUTO,9685.8,2024-06-19 05:30:00,9948.0,9670.0,2024-06,9939.5,279789,9918.2,-0.0234316710693474,0.9308076428550018
BAJAJ-AUTO,9632.0,2024-06-20 05:30:00,9735.9,9565.0,2024-06,9692.0,324597,9685.8,-0.0055545231163145,0.9200829271696069
BAJAJ-AUTO,9602.25,2024-06-21 05:30:00,9728.95,9571.1,2024-06,9675.0,334018,9632.0,-0.0030886627906976,0.9141524384774045
BAJAJ-AUTO,9745.25,2024-06-24 05:30:00,9758.95,9510.55,2024-06,9580.0,283754,9602.25,0.0148923429404566,0.9426586530315213
BAJAJ-AUTO,9659.95,2024-06-25 05:30:00,9825.0,9645.0,2024-06,9755.0,282048,9745.25,-0.0087529822221081,0.9256545963779119
BAJAJ-AUTO,9474.65,2024-06-26 05:30:00,9660.3,9441.5,2024-06,9659.9,431217,9659.95,-0.0191822939042128,0.8887161239521926
BAJAJ-AUTO,9417.45,2024-06-27 05:30:00,9564.65,9365.65,2024-06,9564.65,637626,9474.65,-0.0060371623226186,0.877313638130546
